Rank, Word, Likelihood 
692, racks, 1.4729637130272e-06
693, track, 1.470589608384e-06
694, heath, 1.4682666106368e-06
695, katie, 1.4588607256559996e-06
696, stops, 1.4529908705986802e-06
697, smile, 1.4446828174184999e-06
698, wendy, 1.4444687471759998e-06
699, drill, 1.4404027736260795e-06
700, boxed, 1.4392814147711998e-06
701, focus, 1.4377938881414402e-06
702, drugs, 1.4318771384548799e-06
703, stage, 1.4314691055600002e-06
704, fatal, 1.4311669393367996e-06
705, sweet, 1.4311548047159998e-06
706, touch, 1.42938419337792e-06
707, disks, 1.4272822416959997e-06
708, eagle, 1.4268808838999999e-06
709, badge, 1.4266669587299997e-06
710, twins, 1.4251279509324002e-06
711, motor, 1.4229944094182398e-06
712, texas, 1.4200949606688e-06
713, label, 1.4194176744384002e-06
714, draws, 1.4106615440255998e-06
715, trust, 1.4088473122463996e-06
716, china, 1.3991925837119998e-06
717, theme, 1.3879735629759998e-06
718, scene, 1.374953993865e-06
719, rocks, 1.3705273876607998e-06
720, spent, 1.3703284127250002e-06
721, level, 1.3590509167871999e-06
722, lucas, 1.355188091418e-06
723, score, 1.3533398465400002e-06
724, sport, 1.3487869791000003e-06
725, greek, 1.3452914114639997e-06
726, clark, 1.3413091507199997e-06
727, honor, 1.33394668632576e-06
728, earth, 1.3328328779712e-06
729, mouth, 1.3309588550001599e-06
730, devel, 1.3226012753408e-06
731, thank, 1.3194679097600003e-06
732, singh, 1.3010516167428e-06
733, gonna, 1.3009808593759997e-06
734, great, 1.2987746091539998e-06
735, fully, 1.2962553533747997e-06
736, sonic, 1.28364647780592e-06
737, spray, 1.27903847526e-06
738, condo, 1.278177151104e-06
739, picks, 1.2768227439119998e-06
740, guide, 1.2669626103749995e-06
741, would, 1.2622536600643199e-06
742, helps, 1.2619612673740798e-06
743, cedar, 1.2575299074240001e-06
744, nancy, 1.2565107662889598e-06
745, trout, 1.2536918445168002e-06
746, yards, 1.24806645504e-06
747, annie, 1.2464754996779995e-06
748, patch, 1.2381258172867198e-06
749, arena, 1.2366245136239997e-06
750, steps, 1.2332781230578202e-06
751, lamps, 1.2260052614930402e-06
752, verse, 1.2183915566080002e-06
753, risks, 1.2025133847359998e-06
754, blink, 1.194835255416e-06
755, match, 1.1905887003926402e-06
756, floor, 1.1835544020307197e-06
757, begin, 1.1800244627639997e-06
758, brick, 1.1786155363223999e-06
759, marco, 1.1655005703321602e-06
760, layer, 1.1641912525152002e-06
761, glory, 1.1623037890463998e-06
762, fibre, 1.1607705647999997e-06
763, tamil, 1.15648399954152e-06
764, costa, 1.1537144043263997e-06
765, herbs, 1.15127795367936e-06
766, flash, 1.1480623085951998e-06
767, shock, 1.1460477919968002e-06
768, spoke, 1.144037287125e-06
769, truth, 1.1406671250530397e-06
770, rouge, 1.1395567418559998e-06
771, trick, 1.1349631090512e-06
772, dicks, 1.1319824675519999e-06
773, cabin, 1.1230386767711998e-06
774, simon, 1.1215665495719997e-06
775, flood, 1.1203378464326396e-06
776, split, 1.11622069926e-06
777, probe, 1.1121431077439998e-06
778, spend, 1.106670287745e-06
779, ahead, 1.1033260610063998e-06
780, bitch, 1.0954678311071999e-06
781, break, 1.094742754002e-06
782, black, 1.0935153498239999e-06
783, alloy, 1.0913274558950398e-06
784, delta, 1.0863934023167997e-06
785, drink, 1.082597460912e-06
786, verde, 1.0792838592e-06
787, samoa, 1.0771646618952e-06
788, named, 1.0743124776383997e-06
789, began, 1.0704863269799999e-06
790, given, 1.06881190416e-06
791, hoped, 1.0626743102976e-06
792, kenny, 1.0613687653296e-06
793, jenny, 1.0613687653296e-06
794, prove, 1.0609259909399998e-06
795, guard, 1.0593943298399999e-06
796, fraud, 1.0530794834208e-06
797, allan, 1.0522322072639997e-06
798, tower, 1.0478936470912001e-06
799, scary, 1.0462037105520003e-06
800, login, 1.045318473864e-06
801, bacon, 1.0423657320047999e-06
802, david, 1.0301129147865598e-06
803, laura, 1.018468783728e-06
804, think, 1.018331281968e-06
805, smart, 1.0091586463200003e-06
806, clubs, 1.0085273528601597e-06
807, susan, 1.008403889535e-06
808, sugar, 1.0011474334575001e-06
809, bunch, 9.991371853070996e-07
810, fresh, 9.943222071758397e-07
811, drive, 9.9352298628e-07
812, teddy, 9.899435800799997e-07
813, gauge, 9.75777712338e-07
814, brook, 9.718304260463998e-07
815, grill, 9.668845389891598e-07
816, metal, 9.636827133215998e-07
817, wheat, 9.63089734068e-07
818, yours, 9.620651082240001e-07
819, bucks, 9.612380648429998e-07
820, daddy, 9.524803251600001e-07
821, logan, 9.482846914800001e-07
822, radar, 9.46584232056e-07
823, busty, 9.440858190581997e-07
824, elvis, 9.426597059231999e-07
825, drove, 9.405766202399998e-07
826, vegas, 9.405073181160001e-07
827, still, 9.402629216725799e-07
828, digit, 9.399050848799999e-07
829, patio, 9.251641068537597e-07
830, mason, 9.248687895887999e-07
831, kings, 9.182828785571999e-07
832, stood, 9.0548338220208e-07
833, liked, 9.03369475008e-07
834, sleep, 9.023841315216e-07
835, casio, 8.9812278468864e-07
836, limit, 8.961431429519999e-07
837, virus, 8.959366262592001e-07
838, kerry, 8.940936356352001e-07
839, jerry, 8.940936356352001e-07
840, lodge, 8.849668744800001e-07
841, sudan, 8.8380225950625e-07
842, milfs, 8.831757947616e-07
843, valid, 8.794517886316797e-07
844, click, 8.752042208448e-07
845, pasta, 8.749862674703998e-07
846, zones, 8.73360751536e-07
847, fluid, 8.665420743777598e-07
848, grave, 8.641285091999998e-07
849, watch, 8.6215043821536e-07
850, brief, 8.616377329559997e-07
851, curve, 8.613999687999999e-07
852, dodge, 8.612321307199999e-07
853, meyer, 8.605026737216e-07
854, glenn, 8.578947604919999e-07
855, craig, 8.558914569407999e-07
856, being, 8.504499213936e-07
857, brush, 8.463372437102399e-07
858, favor, 8.3903799544128e-07
859, north, 8.381648449843199e-07
860, flows, 8.3245971138912e-07
861, clerk, 8.318280136319999e-07
862, wayne, 8.309799275400001e-07
863, clock, 8.285632435584e-07
864, lanka, 8.26350146676e-07
865, guild, 8.262848597618997e-07
866, apart, 8.233635960000001e-07
867, rebel, 8.149486998015999e-07
868, jamie, 8.127117822059999e-07
869, spank, 8.111308410000001e-07
870, allah, 8.081850734783999e-07
871, trunk, 8.042632294319999e-07
872, pitch, 8.016641982431999e-07
873, block, 7.989716991456e-07
874, sheep, 7.986618175536e-07
875, power, 7.963435806143999e-07
876, scott, 7.943129136918001e-07
877, alive, 7.926356710799998e-07
878, niger, 7.919740483199999e-07
879, linda, 7.894133964e-07
880, error, 7.829901179136e-07
881, cloud, 7.807500958118399e-07
882, lewis, 7.7562021197088e-07
883, chick, 7.746060345408e-07
884, proud, 7.694274290155198e-07
885, juice, 7.693918397549999e-07
886, ghost, 7.637550457152e-07
887, civil, 7.636605915455997e-07
888, ghana, 7.613521731200001e-07
889, cargo, 7.6029069462528e-07
890, elder, 7.5515892816e-07
891, welsh, 7.530171899443199e-07
892, never, 7.526013494271999e-07
893, cache, 7.48011450816e-07
894, keeps, 7.4631986737392e-07
895, mixer, 7.44572189088e-07
896, kelly, 7.416146309644799e-07
897, acids, 7.34834106567e-07
898, doing, 7.331613626303999e-07
899, fixed, 7.32943699488e-07
900, punch, 7.311693578300999e-07
901, steal, 7.306301558691e-07
902, nurse, 7.284514361599999e-07
903, tommy, 7.2688916297088e-07
904, lower, 7.254648326016002e-07
905, focal, 7.234880058144e-07
906, roman, 7.214373153119999e-07
907, thick, 7.192770320736e-07
908, funky, 7.162280485132499e-07
909, julie, 7.129848133799999e-07
910, flesh, 7.119838026691198e-07
911, bring, 7.077374345843999e-07
912, gotta, 7.072633161791999e-07
913, manga, 7.063863822132001e-07
914, mixed, 7.04802754656e-07
915, vault, 7.030738676531998e-07
916, plays, 7.030024710335999e-07
917, congo, 7.0157723627264e-07
918, sized, 7.002129214079999e-07
919, myers, 6.991419430908002e-07
920, grows, 6.9186284191728e-07
921, ratio, 6.9104753531136e-07
922, aware, 6.850940975999999e-07
923, elect, 6.842185866720001e-07
924, skins, 6.819333973352999e-07
925, novel, 6.780631929344e-07
926, honda, 6.780419193599998e-07
927, craft, 6.726518225279999e-07
928, woman, 6.72554880396e-07
929, value, 6.718737293279999e-07
930, dicke, 6.696754703999999e-07
931, spell, 6.692871918577499e-07
932, shaft, 6.66208797408e-07
933, lunch, 6.660914568714e-07
934, nasty, 6.624984462969599e-07
935, dryer, 6.602186066111999e-07
936, local, 6.590937854016001e-07
937, tyler, 6.566168778623999e-07
938, claim, 6.527213981567998e-07
939, types, 6.484074872184e-07
940, stack, 6.467690371680001e-07
941, rural, 6.365499695519999e-07
942, tough, 6.3272024330528e-07
943, grove, 6.3137131398e-07
944, derby, 6.2636848275456e-07
945, guest, 6.261645665659999e-07
946, smoke, 6.254070502950001e-07
947, panic, 6.229350431247599e-07
948, buyer, 6.229260748619998e-07
949, check, 6.224368239936e-07
950, modem, 6.218502865119999e-07
951, outer, 6.191964156560001e-07
952, rapid, 6.1205704183008e-07
953, photo, 6.093515589638399e-07
954, order, 6.07314793176e-07
955, drama, 6.071390691839998e-07
956, keith, 6.065366559278399e-07
957, emacs, 6.04926074664e-07
958, cohen, 6.004664906239999e-07
959, which, 5.998130973172798e-07
960, fewer, 5.993101173696001e-07
961, quiet, 5.976545675099999e-07
962, twice, 5.955053349959999e-07
963, small, 5.899707123372e-07
964, latex, 5.876578064448001e-07
965, wagon, 5.86978259742e-07
966, tulsa, 5.868984838079999e-07
967, flour, 5.820360125212799e-07
968, argue, 5.814982855799999e-07
969, medal, 5.78589030636e-07
970, metro, 5.782782838272e-07
971, mpegs, 5.7716597574675e-07
972, audit, 5.769390409649998e-07
973, noble, 5.766306138879999e-07
974, study, 5.690196545670001e-07
975, venue, 5.68487883688e-07
976, stays, 5.681831218992e-07
977, truck, 5.680745342064e-07
978, chief, 5.662828691519999e-07
979, opens, 5.594943840075e-07
980, labor, 5.590089825062401e-07
981, witch, 5.582269024416e-07
982, align, 5.540532765767998e-07
983, robin, 5.507799518591999e-07
984, legal, 5.48136976392e-07
985, drunk, 5.418643508639999e-07
986, realm, 5.416333864191999e-07
987, anger, 5.378748917359999e-07
988, heavy, 5.366251537920001e-07
989, decor, 5.364284498841599e-07
990, charm, 5.36257843968e-07
991, anime, 5.346442271279999e-07
992, kitty, 5.335282762991999e-07
993, flyer, 5.332386792096e-07
994, pixel, 5.25008261232e-07
995, naked, 5.238696887423999e-07
996, buddy, 5.236908460874999e-07
997, steve, 5.211439291350001e-07
998, devil, 5.1668654217984e-07
999, media, 5.16375472968e-07
1000, reply, 5.1612886922688e-07
1001, shift, 5.141627573544e-07
1002, cream, 5.128373463192e-07
1003, armor, 5.099942709302399e-07
1004, ridge, 5.049313307999998e-07
1005, jesse, 5.000003086079999e-07
1006, robot, 4.998675193343999e-07
1007, stick, 4.991596520724e-07
1008, lemon, 4.989453922655999e-07
1009, sword, 4.938040025424001e-07
1010, pussy, 4.936264763976e-07
1011, going, 4.921417808208e-07
1012, smith, 4.853605478109299e-07
1013, pumps, 4.8006204671565e-07
1014, globe, 4.7391822086399986e-07
1015, stock, 4.725586674792001e-07
1016, laugh, 4.7077697722536003e-07
1017, bingo, 4.7077485755039996e-07
1018, adams, 4.702365618624e-07
1019, sharp, 4.670149841280001e-07
1020, yeast, 4.6499182592e-07
1021, units, 4.6172678010821996e-07
1022, ralph, 4.6095793236863994e-07
1023, dildo, 4.605152486399999e-07
1024, devon, 4.598271224064e-07
1025, enter, 4.5901482390400005e-07
1026, rocky, 4.5796080395519996e-07
1027, chevy, 4.5678831438240004e-07
1028, cisco, 4.563814897151999e-07
1029, agree, 4.5598879871999995e-07
1030, sight, 4.5571297572e-07
1031, sixth, 4.542253310808e-07
1032, doubt, 4.534836378112e-07
1033, hello, 4.5338516361215996e-07
1034, viral, 4.50829154592e-07
1035, retro, 4.4918893916160005e-07
1036, macro, 4.4867870403840016e-07
1037, flush, 4.434853595299199e-07
1038, calif, 4.3565657466239997e-07
1039, older, 4.348673827679999e-07
1040, aside, 4.3472437965e-07
1041, utils, 4.3315297093133995e-07
1042, thing, 4.3191292304159993e-07
1043, depot, 4.3055805623039995e-07
1044, crowd, 4.288436899084799e-07
1045, quite, 4.2853802780249986e-07
1046, width, 4.270535056619999e-07
1047, angle, 4.2407612542999987e-07
1048, alarm, 4.22340361344e-07
1049, draft, 4.2082158355199994e-07
1050, inner, 4.19257634432e-07
1051, scope, 4.1625452855699997e-07
1052, tumor, 4.158827556155999e-07
1053, radio, 4.149005871456e-07
1054, sigma, 4.1449732776e-07
1055, speak, 4.1070330011250006e-07
1056, thong, 4.088956199328e-07
1057, nerve, 4.0816030976e-07
1058, valve, 4.0762213703999993e-07
1059, quote, 4.0570057804499997e-07
1060, edges, 4.0245071958000006e-07
1061, crown, 3.9994043181119995e-07
1062, jesus, 3.9763057396031996e-07
1063, begun, 3.96660825036e-07
1064, shown, 3.961095847632e-07
1065, serum, 3.935224503014401e-07
1066, dutch, 3.915568168848e-07
1067, tahoe, 3.89963841696e-07
1068, chuck, 3.8770772261760006e-07
1069, brown, 3.8565684496079997e-07
1070, graph, 3.812892553007999e-07
1071, klein, 3.781278079235999e-07
1072, dozen, 3.7566130201599995e-07
1073, gifts, 3.722365719864e-07
1074, smell, 3.6587699821556995e-07
1075, angel, 3.6470152154799987e-07
1076, depth, 3.6437968832831994e-07
1077, lexus, 3.6429627434688004e-07
1078, promo, 3.6242543816064e-07
1079, queen, 3.617050059349999e-07
1080, rough, 3.5915684898496e-07
1081, refer, 3.5566889845759995e-07
1082, visit, 3.5254630123199993e-07
1083, basic, 3.522355217668799e-07
1084, april, 3.50897765256e-07
1085, asset, 3.4833672619199997e-07
1086, highs, 3.47616663264e-07
1087, along, 3.468055757471999e-07
1088, irish, 3.455239037183999e-07
1089, icons, 3.452420560320001e-07
1090, acute, 3.4379112330899993e-07
1091, drawn, 3.4244945683199995e-07
1092, wrong, 3.414283356456e-07
1093, style, 3.39793974081e-07
1094, samba, 3.368910053664e-07
1095, renew, 3.3667174661119996e-07
1096, saudi, 3.33064661238e-07
1097, mayor, 3.2814841348368e-07
1098, dream, 3.208391279928e-07
1099, views, 3.195491975496e-07
1100, bryan, 3.1836931667099993e-07
1101, paxil, 3.1676459981255997e-07
1102, bloom, 3.1434515015328e-07
1103, villa, 3.0979686902399994e-07
1104, evans, 3.0636754896000005e-07
1105, gnome, 3.04943295624e-07
1106, award, 3.01441402944e-07
1107, bobby, 2.9650842643967993e-07
1108, twist, 2.953753566192e-07
1109, micro, 2.90511391104e-07
1110, syria, 2.887546395168e-07
1111, crazy, 2.885561812224e-07
1112, yemen, 2.8635687807999997e-07
1113, disco, 2.8551945415679994e-07
1114, yield, 2.8273957113599996e-07
1115, jason, 2.8031413404959993e-07
1116, diego, 2.7928367775359997e-07
1117, prize, 2.7822959762399995e-07
1118, sanyo, 2.7670464636767996e-07
1119, comic, 2.7639506236607996e-07
1120, italy, 2.75286630528e-07
1121, tight, 2.7077035752e-07
1122, vital, 2.7007218223199995e-07
1123, amend, 2.698333669284e-07
1124, qatar, 2.6890707569760005e-07
1125, video, 2.6831580048000004e-07
1126, tampa, 2.6733239529359994e-07
1127, scout, 2.6700532541820006e-07
1128, ended, 2.6086968908e-07
1129, shelf, 2.606200745148e-07
1130, haiti, 2.5849672127136e-07
1131, naval, 2.582633775456e-07
1132, mardi, 2.56022934624e-07
1133, asian, 2.556878908815e-07
1134, sparc, 2.5470428940000005e-07
1135, inter, 2.53249558016e-07
1136, kinda, 2.5255179539999995e-07
1137, storm, 2.5248685199760006e-07
1138, stuck, 2.4984062000280007e-07
1139, vsnet, 2.48379676818e-07
1140, theft, 2.454848764368e-07
1141, angry, 2.3701608730799998e-07
1142, forum, 2.3610837257472002e-07
1143, karma, 2.3423127790079998e-07
1144, olive, 2.3386953545999995e-07
1145, apple, 2.3278478422499997e-07
1146, joyce, 2.2857929409600002e-07
1147, lucia, 2.2551107518799996e-07
1148, kevin, 2.211468075936e-07
1149, cycle, 2.2108491921600001e-07
1150, johns, 2.2081637043840004e-07
1151, maybe, 2.2079322004800002e-07
1152, debut, 2.195773900544e-07
1153, quilt, 2.1903054754349993e-07
1154, magic, 2.1724189534260002e-07
1155, lucky, 2.14131368178e-07
1156, royal, 2.134213676256e-07
1157, vocal, 2.1085950605760002e-07
1158, steam, 2.0943665299530004e-07
1159, fifty, 2.0900653890479994e-07
1160, fight, 2.0577110724e-07
1161, items, 2.0528543834880002e-07
1162, newer, 2.0499962129919999e-07
1163, added, 2.0446007181599997e-07
1164, entry, 2.0226617611200004e-07
1165, japan, 2.0204634662099997e-07
1166, human, 2.0162049452999997e-07
1167, cyber, 1.9913314686720002e-07
1168, ideas, 1.9840358721600004e-07
1169, might, 1.9787064588e-07
1170, lobby, 1.9767228429312004e-07
1171, audio, 1.9572109237799997e-07
1172, youth, 1.9324266497279998e-07
1173, logic, 1.9149531706080002e-07
1174, organ, 1.90002473955e-07
1175, sperm, 1.8983911963500003e-07
1176, light, 1.8745640136e-07
1177, emily, 1.864767891987e-07
1178, skirt, 1.83629556198e-07
1179, civic, 1.8214224174719994e-07
1180, julia, 1.8193405582799997e-07
1181, cheap, 1.811113450608e-07
1182, query, 1.80548549181e-07
1183, orbit, 1.7870450441759999e-07
1184, owner, 1.757291964792e-07
1185, lycos, 1.7504888037984e-07
1186, humor, 1.7208941611679997e-07
1187, intel, 1.71713721088e-07
1188, topic, 1.7140400510688e-07
1189, grown, 1.6795527986159999e-07
1190, amber, 1.673820561504e-07
1191, users, 1.6678047099780002e-07
1192, owned, 1.6634306729039998e-07
1193, vista, 1.6511662209599998e-07
1194, relax, 1.638243396864e-07
1195, happy, 1.6352809750368003e-07
1196, annex, 1.6063507918639998e-07
1197, kathy, 1.5993341765855997e-07
1198, papua, 1.597394178828e-07
1199, gamma, 1.5961488116639998e-07
1200, proof, 1.5940381476239996e-07
1201, turbo, 1.5497532144639996e-07
1202, unity, 1.5428569274117996e-07
1203, right, 1.5369988463999997e-07
1204, aruba, 1.4820522721919998e-07
1205, kodak, 1.4786511996000003e-07
1206, adult, 1.457152620204e-07
1207, combo, 1.4528225216512e-07
1208, miami, 1.4436259948800001e-07
1209, email, 1.4371781151599997e-07
1210, strip, 1.4186774048544003e-07
1211, amino, 1.4105723472719999e-07
1212, dylan, 1.38404370384e-07
1213, below, 1.3611399791615998e-07
1214, quest, 1.34046959998e-07
1215, floyd, 1.3370287056191996e-07
1216, apply, 1.314832677795e-07
1217, setup, 1.3136780342592002e-07
1218, strap, 1.2869858314080004e-07
1219, indie, 1.277883144e-07
1220, nepal, 1.2753712802879997e-07
1221, enemy, 1.243302337368e-07
1222, upset, 1.2271191659999998e-07
1223, lloyd, 1.2180261506688e-07
1224, swing, 1.203665837022e-07
1225, multi, 1.184323276836e-07
1226, jewel, 1.184321905312e-07
1227, hobby, 1.1814895153152e-07
1228, onion, 1.1738574498419997e-07
1229, fifth, 1.1662513831439995e-07
1230, actor, 1.1584610080415999e-07
1231, queue, 1.1575295023249998e-07
1232, adobe, 1.15280643168e-07
1233, jimmy, 1.1203284324960001e-07
1234, asked, 1.1155593889439998e-07
1235, nokia, 1.1043282942719999e-07
1236, judge, 1.0854210298749999e-07
1237, skill, 1.0735285326182997e-07
1238, puppy, 1.0713054925754998e-07
1239, again, 1.0688756500799998e-07
1240, screw, 1.0599531022080001e-07
1241, mambo, 1.0595280595584002e-07
1242, eight, 1.041424452e-07
1243, exams, 1.0393228243200002e-07
1244, under, 1.0358368056399999e-07
1245, avoid, 1.0234993820831998e-07
1246, arrow, 9.976253912063999e-08
1247, agent, 9.7791127704e-08
1248, rugby, 9.669144794399999e-08
1249, ultra, 9.4112023104e-08
1250, msgid, 9.37663107777e-08
1251, eddie, 9.301127805e-08
1252, toxic, 9.250374878784e-08
1253, admit, 9.17697884364e-08
1254, newly, 9.129174530111998e-08
1255, knows, 8.854204538952e-08
1256, music, 8.841865559939999e-08
1257, abuse, 8.7869131856e-08
1258, image, 8.74000608e-08
1259, swift, 8.51373396918e-08
1260, nikon, 8.447187772799998e-08
1261, throw, 8.422419253248002e-08
1262, adopt, 8.388183641039999e-08
1263, apnic, 8.300247523649998e-08
1264, linux, 8.272009325520001e-08
1265, urban, 7.9693979652e-08
1266, stamp, 7.819422471360002e-08
1267, after, 7.75950663488e-08
1268, union, 7.661704313339997e-08
1269, ebony, 7.479797925600001e-08
1270, uncle, 7.390318112399998e-08
1271, remix, 7.342864399296e-08
1272, cubic, 7.338801904559999e-08
1273, opera, 7.056201735e-08
1274, night, 7.038592847999999e-08
1275, volvo, 7.010035607040001e-08
1276, exact, 6.974830368000002e-08
1277, admin, 6.911775205019999e-08
1278, diffs, 6.785440165439998e-08
1279, howto, 6.735557776896e-08
1280, mazda, 6.733092168000001e-08
1281, quick, 6.726419676899999e-08
1282, major, 6.623178987744001e-08
1283, plaza, 6.587031974399998e-08
1284, epson, 6.566183189999999e-08
1285, essay, 6.5573138358e-08
1286, knock, 6.218857168560002e-08
1287, among, 6.12889164036e-08
1288, event, 6.123943804e-08
1289, ocean, 6.062121029475e-08
1290, usage, 5.954129141999999e-08
1291, allow, 5.863053487103999e-08
1292, young, 5.7789564288e-08
1293, upper, 5.685937802999999e-08
1294, every, 5.3040163176000006e-08
1295, group, 5.2392557978639996e-08
1296, climb, 5.218125276671999e-08
1297, knife, 5.120936379899999e-08
1298, scoop, 5.017115054916e-08
1299, lying, 4.9512495423599995e-08
1300, exist, 4.9006469424e-08
1301, dying, 4.81845740904e-08
1302, above, 4.7438757959999995e-08
1303, oxide, 4.5884034899999995e-08
1304, until, 4.569931892375999e-08
1305, about, 4.26012456144e-08
1306, scuba, 4.20482144952e-08
1307, delhi, 4.160233829376e-08
1308, nylon, 4.0236363014399994e-08
1309, vinyl, 4.020503236559999e-08
1310, yacht, 4.0151455488e-08
1311, empty, 3.9257118236700005e-08
1312, edgar, 3.9220905870000005e-08
1313, alpha, 3.8016163382399996e-08
1314, squad, 3.75205147515e-08
1315, ideal, 3.6993243312e-08
1316, intro, 3.651708825600001e-08
1317, kenya, 3.520343380159999e-08
1318, lyric, 3.499150529088e-08
1319, ivory, 3.4476938496000006e-08
1320, debug, 3.418736579328e-08
1321, ought, 3.3039955515e-08
1322, india, 3.2608052639999996e-08
1323, cliff, 3.0585093739199994e-08
1324, excel, 2.9291886624e-08
1325, proxy, 2.8928840456879995e-08
1326, dubai, 2.7894547715999995e-08
1327, ozone, 2.5997466149999997e-08
1328, tokyo, 2.510180414976e-08
1329, oscar, 2.46462174468e-08
1330, album, 2.4174134759039997e-08
1331, czech, 2.38849329852e-08
1332, issue, 2.3733961920000002e-08
1333, other, 2.28946573856e-08
1334, staff, 2.2602143772e-08
1335, known, 2.14942949844e-08
1336, thumb, 2.146470213888e-08
1337, often, 2.0211158967999998e-08
1338, lopez, 1.9507133318400002e-08
1339, yukon, 1.8994998959999996e-08
1340, aging, 1.89479867544e-08
1341, usual, 1.892966976045e-08
1342, zdnet, 1.850060394e-08
1343, isaac, 1.715666976e-08
1344, essex, 1.6492124375999996e-08
1345, index, 1.6468262719999998e-08
1346, twiki, 1.6387252853400002e-08
1347, ebook, 1.6293453264e-08
1348, extra, 1.582923936e-08
1349, xanax, 1.45310600556e-08
1350, input, 1.4502420576000001e-08
1351, omega, 1.4435990903099998e-08
1352, jacob, 1.3451179541759998e-08
1353, omaha, 1.3005410903999999e-08
1354, using, 1.2467395878299999e-08
1355, skype, 1.1807288041499997e-08
1356, islam, 1.1573516736e-08
1357, endif, 1.0382800544999999e-08
1358, ascii, 9.972937229040001e-09
1359, occur, 9.13247437176e-09
1360, hindu, 8.92657584e-09
1361, stuff, 8.7309894087e-09
1362, xhtml, 8.43175734016e-09
1363, xerox, 7.73072999424e-09
1364, yahoo, 7.647328972800001e-09
1365, idaho, 7.484378112000001e-09
1366, enjoy, 6.4502205768e-09
1367, equal, 6.1418709225e-09
1368, tvcom, 5.82962567616e-09
1369, sbjct, 5.414997614400001e-09
1370, rehab, 5.1074191872e-09
1371, fuzzy, 4.4229361176e-09
1372, awful, 3.6572840968799997e-09
1373, phpbb, 3.65042329344e-09
1374, pizza, 3.626897471999999e-09
1375, inbox, 2.8259788031999997e-09
1376, offer, 2.6139569456000003e-09
1377, iraqi, 2.11165056e-09
1378, egypt, 1.824946452e-09
1379, mysql, 1.3407211908000001e-09
